id,mode,domain,subtype,product,session,query,expected_groups,success,llm_used,answer,tokens_in,tokens_out,answer_trace,model,temperature,max_output_tokens,harness_commit
arch-v2-002331,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV1,arch_v2_s002331,Combine my preferred packaging for ProductV1 with one required ProductV1 verification step.,"[[""paper-based cushioning""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test"", ""Wireless Test""]]",1,1,"The preferred packaging for ProductV1 is paper-based cushioning, and one required verification step is the Leak Check. [mem:arch_v2_s002331:1]",270,22,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 270, ""completion_tokens"": 22, ""total_tokens"": 292}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002332,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002332,"For ProductA, give my preferred supplier and one required test step for ProductA.","[[""CircularBox""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,Preferred supplier: CircularBox. One required test step: ex:BatteryTestStep. [mem:arch_v2_s002332:1],269,29,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 269, ""completion_tokens"": 29, ""total_tokens"": 298}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002333,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL2,arch_v2_s002333,State my preferred packaging for PrinterL2 and one test step the PrinterL2 record requires.,"[[""recycled cardboard""], [""Print Quality Test"", ""Label Check""]]",1,1,The preferred packaging for PrinterL2 is recycled cardboard. One test step the PrinterL2 record requires is Print Quality Test [mem:arch_v2_s002333:1].,257,36,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 257, ""completion_tokens"": 36, ""total_tokens"": 293}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002334,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV2,arch_v2_s002334,Combine my preferred supplier for ProductV2 with one required ProductV2 verification step.,"[[""HeatPack""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test""]]",1,1,"Preferred supplier for ProductV2 is HeatPack, and one required verification step is the Electrical Safety Test [mem:arch_v2_s002334:1].",228,32,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 228, ""completion_tokens"": 32, ""total_tokens"": 260}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002335,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002335,"For ProductA, give my preferred packaging and one required test step for ProductA.","[[""double-walled carton""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred packaging for ProductA is double-walled carton [mem:arch_v2_s002335:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],269,35,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 269, ""completion_tokens"": 35, ""total_tokens"": 304, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002336,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL1,arch_v2_s002336,State my preferred supplier for PrinterL1 and one test step the PrinterL1 record requires.,"[[""NordicPack""], [""Wireless Test"", ""Print Quality Test"", ""Label Check""]]",1,1,Preferred supplier for PrinterL1: NordicPack. One test step the PrinterL1 record requires: Wireless Test [mem:arch_v2_s002336:1].,278,34,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 278, ""completion_tokens"": 34, ""total_tokens"": 312}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002337,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV1,arch_v2_s002337,Combine my preferred packaging for ProductV1 with one required ProductV1 verification step.,"[[""molded pulp packaging""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test"", ""Wireless Test""]]",1,1,"Preferred packaging for ProductV1 is molded pulp packaging, and a required verification step is the Electrical Safety Test [mem:arch_v2_s002337:1].",270,33,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 270, ""completion_tokens"": 33, ""total_tokens"": 303}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002338,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002338,"For ProductA, give my preferred supplier and one required test step for ProductA.","[[""MaterialLoop""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred supplier for ProductA is MaterialLoop [mem:arch_v2_s002338:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],267,33,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 267, ""completion_tokens"": 33, ""total_tokens"": 300, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002339,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL2,arch_v2_s002339,State my preferred packaging for PrinterL2 and one test step the PrinterL2 record requires.,"[[""paper-based cushioning""], [""Print Quality Test"", ""Label Check""]]",1,1,"My preferred packaging for PrinterL2 is paper-based cushioning, and one test step the PrinterL2 record requires is Print Quality Test [mem:arch_v2_s002339:1].",258,38,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 258, ""completion_tokens"": 38, ""total_tokens"": 296}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002340,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV2,arch_v2_s002340,Combine my preferred supplier for ProductV2 with one required ProductV2 verification step.,"[[""CircularBox""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test""]]",1,1,"Preferred supplier for ProductV2 is CircularBox, and one required ProductV2 verification step is Electrical Safety Test. [mem:arch_v2_s002340:1]",231,35,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 231, ""completion_tokens"": 35, ""total_tokens"": 266}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002341,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002341,"For ProductA, give my preferred packaging and one required test step for ProductA.","[[""recycled cardboard""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred packaging for ProductA is recycled cardboard [mem:arch_v2_s002341:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],266,31,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 266, ""completion_tokens"": 31, ""total_tokens"": 297, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002342,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL1,arch_v2_s002342,State my preferred supplier for PrinterL1 and one test step the PrinterL1 record requires.,"[[""HeatPack""], [""Wireless Test"", ""Print Quality Test"", ""Label Check""]]",1,1,Preferred supplier for PrinterL1: HeatPack. One test step the PrinterL1 record requires: Wireless Test [mem:arch_v2_s002342:1].,277,34,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 277, ""completion_tokens"": 34, ""total_tokens"": 311}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002343,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV1,arch_v2_s002343,Combine my preferred packaging for ProductV1 with one required ProductV1 verification step.,"[[""double-walled carton""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test"", ""Wireless Test""]]",1,1,"The preferred packaging for ProductV1 is double-walled carton, and one required verification step is the Electrical Safety Test [mem:arch_v2_s002343:1].",272,35,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 272, ""completion_tokens"": 35, ""total_tokens"": 307}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002344,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002344,"For ProductA, give my preferred supplier and one required test step for ProductA.","[[""NordicPack""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred supplier for ProductA is NordicPack [mem:arch_v2_s002344:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],267,26,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 267, ""completion_tokens"": 26, ""total_tokens"": 293, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002345,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL2,arch_v2_s002345,State my preferred packaging for PrinterL2 and one test step the PrinterL2 record requires.,"[[""molded pulp packaging""], [""Print Quality Test"", ""Label Check""]]",1,1,My preferred packaging for PrinterL2 is molded pulp packaging. One test step the PrinterL2 record requires is Print Quality Test [mem:arch_v2_s002345:1].,258,37,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 258, ""completion_tokens"": 37, ""total_tokens"": 295}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002346,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV2,arch_v2_s002346,Combine my preferred supplier for ProductV2 with one required ProductV2 verification step.,"[[""MaterialLoop""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test""]]",1,1,"Preferred supplier for ProductV2 is MaterialLoop, and one required ProductV2 verification step is Electrical Safety Test [mem:arch_v2_s002346:1].",229,34,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 229, ""completion_tokens"": 34, ""total_tokens"": 263}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002347,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002347,"For ProductA, give my preferred packaging and one required test step for ProductA.","[[""paper-based cushioning""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred packaging for ProductA is paper-based cushioning [mem:arch_v2_s002347:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],267,32,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 267, ""completion_tokens"": 32, ""total_tokens"": 299, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002348,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL1,arch_v2_s002348,State my preferred supplier for PrinterL1 and one test step the PrinterL1 record requires.,"[[""CircularBox""], [""Wireless Test"", ""Print Quality Test"", ""Label Check""]]",1,1,Preferred supplier for PrinterL1: CircularBox. One test step the PrinterL1 record requires: Wireless Test [mem:arch_v2_s002348:1].,280,34,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 280, ""completion_tokens"": 34, ""total_tokens"": 314}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002349,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV1,arch_v2_s002349,Combine my preferred packaging for ProductV1 with one required ProductV1 verification step.,"[[""recycled cardboard""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test"", ""Wireless Test""]]",1,1,"The preferred packaging for ProductV1 is recycled cardboard, and one required ProductV1 verification step is the Pressure Test. [mem:arch_v2_s002349:1]",269,24,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 269, ""completion_tokens"": 24, ""total_tokens"": 293}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002350,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002350,"For ProductA, give my preferred supplier and one required test step for ProductA.","[[""HeatPack""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred supplier for ProductA is HeatPack [mem:arch_v2_s002350:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],266,34,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 266, ""completion_tokens"": 34, ""total_tokens"": 300, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002351,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL2,arch_v2_s002351,State my preferred packaging for PrinterL2 and one test step the PrinterL2 record requires.,"[[""double-walled carton""], [""Print Quality Test"", ""Label Check""]]",1,1,My preferred packaging for PrinterL2 is double-walled carton. One test step the PrinterL2 record requires is Print Quality Test [mem:arch_v2_s002351:1].,260,38,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 260, ""completion_tokens"": 38, ""total_tokens"": 298}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002352,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV2,arch_v2_s002352,Combine my preferred supplier for ProductV2 with one required ProductV2 verification step.,"[[""NordicPack""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test""]]",1,1,"Combine my preferred supplier for ProductV2, which is NordicPack, with the required ProductV2 verification step: Electrical Safety Test. [mem:arch_v2_s002352:1]",229,27,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 229, ""completion_tokens"": 27, ""total_tokens"": 256}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002353,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002353,"For ProductA, give my preferred packaging and one required test step for ProductA.","[[""molded pulp packaging""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred packaging for ProductA is molded pulp packaging [mem:arch_v2_s002353:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],267,33,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 267, ""completion_tokens"": 33, ""total_tokens"": 300, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002354,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL1,arch_v2_s002354,State my preferred supplier for PrinterL1 and one test step the PrinterL1 record requires.,"[[""MaterialLoop""], [""Wireless Test"", ""Print Quality Test"", ""Label Check""]]",1,1,Preferred supplier for PrinterL1 is MaterialLoop. One test step the PrinterL1 record requires is Wireless Test [mem:arch_v2_s002354:1].,278,34,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 278, ""completion_tokens"": 34, ""total_tokens"": 312}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002355,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV1,arch_v2_s002355,Combine my preferred packaging for ProductV1 with one required ProductV1 verification step.,"[[""paper-based cushioning""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test"", ""Wireless Test""]]",1,1,"The preferred packaging for ProductV1 is paper-based cushioning, and one required verification step is the Electrical Safety Test. [mem:arch_v2_s002355:1]",270,23,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 270, ""completion_tokens"": 23, ""total_tokens"": 293}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002356,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002356,"For ProductA, give my preferred supplier and one required test step for ProductA.","[[""CircularBox""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred supplier for ProductA is CircularBox [mem:arch_v2_s002356:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],269,26,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 269, ""completion_tokens"": 26, ""total_tokens"": 295, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002357,AUTO_COMPOSE,lexmark,memory_symbolic_step,PrinterL2,arch_v2_s002357,State my preferred packaging for PrinterL2 and one test step the PrinterL2 record requires.,"[[""recycled cardboard""], [""Print Quality Test"", ""Label Check""]]",1,1,The preferred packaging for PrinterL2 is recycled cardboard. One test step the PrinterL2 record requires is the Print Quality Test [mem:arch_v2_s002357:1].,257,37,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm"", ""passage_count"": 2, ""prompt_tokens"": 257, ""completion_tokens"": 37, ""total_tokens"": 294}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002358,AUTO_COMPOSE,viessmann,memory_symbolic_step,ProductV2,arch_v2_s002358,Combine my preferred supplier for ProductV2 with one required ProductV2 verification step.,"[[""HeatPack""], [""Leak Check"", ""Pressure Test"", ""Electrical Safety Test""]]",1,1,The preferred supplier for ProductV2 is HeatPack [mem:arch_v2_s002358:1] One required step for ProductV2 is Pressure Test [sym:ProductV2],228,33,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 228, ""completion_tokens"": 33, ""total_tokens"": 261, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductV2""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
arch-v2-002359,AUTO_COMPOSE,battery,memory_symbolic_step,ProductA,arch_v2_s002359,"For ProductA, give my preferred packaging and one required test step for ProductA.","[[""double-walled carton""], [""BatteryTestStep"", ""WirelessTestStep""]]",1,1,The preferred packaging for ProductA is double-walled carton [mem:arch_v2_s002359:1] One required step for ProductA is ex:BatteryTestStep [sym:ProductA],269,34,"{""configured_provider"": ""openai"", ""configured_model"": ""gpt-4o-mini"", ""llm_disabled"": false, ""llm_attempted"": true, ""llm_used"": true, ""provider"": ""openai"", ""model"": ""gpt-4o-mini-2024-07-18"", ""api"": ""chat_completions"", ""path"": ""llm_then_symbolic_append"", ""passage_count"": 2, ""prompt_tokens"": 269, ""completion_tokens"": 34, ""total_tokens"": 303, ""reason"": ""The LLM answer missed the query-specific symbolic value, so exact symbolic evidence was appended."", ""post_llm_correction"": true, ""fallback_source_id"": ""sym:ProductA""}",gpt-4o-mini-2024-07-18,API-path dependent; see release/baseline_configs.json,256,a4e623402a37e2276d2e680633144d5c0564966e
